Porsche,911 Targa 4S,Enhanced Targa variant with increased power and performance,Flat-6,304 km/h,3.8 seconds,473 HP,145000-160000,2025,Made in Germany,Refined performance,"Une Targa améliorée, avec puissance accrue et meilleures performances",Variante Targa migliorata con potenza e prestazioni superiori,Variante Targa mejorada con mayor potencia,"Variante Targa aprimorada, com potência e desempenho superiores",Verbesserte Targa-Variante mit mehr Leistung,Performance raffinée,Prestazioni raffinate,Rendimiento refinado,Desempenho refinado,Verfeinerte Performance
Porsche,911 Targa 4 GTS T-Hybrid,Hybrid-powered Targa model combining open-air driving with enhanced performance,Flat-6 Hybrid,312 km/h,3.1 seconds,534 HP,160000-175000,2025,Made in Germany,Electrified Targa experience,"Une Targa hybride, combinant conduite à ciel ouvert et efficacité accrue",Targa ibrida che combina piacere open-air ed efficienza,Targa híbrido que combina conducción abierta y eficiencia,Targa híbrido que combina condução aberta e eficiência,"Hybrid-Targa, der offene Fahrfreude und Effizienz vereint",Expérience Targa électrifiée,Esperienza Targa elettrificata,Experiencia Targa electrificada,Experiência Targa eletrificada,Elektrifiziertes Targa-Erlebnis
Porsche,911 Turbo,High-performance model offering a balance of power and luxury,Flat-6,320 km/h,2.8 seconds,572 HP,182900-200000,2025,Made in Germany,Dynamic performance,Un modèle haute performance équilibrant puissance et luxe,Modello ad alte prestazioni che unisce potenza e lusso,Modelo de alto rendimiento que equilibra potencia y lujo,Modelo de alto desempenho que equilibra potência e luxo,"Hochleistungsmodell, das Kraft und Luxus ausbalanciert",Performance dynamique,Prestazioni dinamiche,Rendimiento dinámico,Desempenho dinâmico,Dynamische Performance
Porsche,911 Turbo Cabriolet,Convertible version of the Turbo offering open-top high performance,Flat-6,318 km/h,2.9 seconds,572 HP,190000-210000,2025,Made in Germany,Open-air exhilaration,"Le cabriolet du modèle Turbo, offrant des performances exceptionnelles à ciel ouvert",Cabriolet della Turbo con prestazioni estreme a cielo aperto,Cabriolet Turbo que ofrece rendimiento extremo al aire libre,Conversível Turbo com desempenho extremo ao ar livre,Cabrio-Version des Turbo für offene Hochleistungsperformance,Plaisir de conduite à ciel ouvert,Emozione open-air,Emoción al aire libre,Emoção ao ar livre,Offenes Fahrvergnügen
Porsche,911 Turbo S,Top-tier performance model with exceptional acceleration and top speed,Flat-6,330 km/h,2.7 seconds,640 HP,216100-230000,2025,Made in Germany,Advanced aerodynamics,"Le modèle le plus extrême, avec accélération et vitesse de pointe inégalées",Il modello top con accelerazione e velocità senza pari,El modelo superior con aceleración y velocidad incomparables,Modelo topo de linha com aceleração e velocidade inigualáveis,Topmodell mit extremer Beschleunigung und Höchstgeschwindigkeit,Aérodynamique avancée,Aerodinamica avanzata,Aerodinámica avanzada,Aerodinâmica avançada,Fortschrittliche Aerodynamik
Porsche,911 Turbo S Cabriolet,Convertible version of the Turbo S offering unparalleled open-top performance,Flat-6,328 km/h,2.8 seconds,640 HP,225000-240000,2025,Made in Germany,Ultimate open-air performance,"Le cabriolet du Turbo S, pour des performances incomparables à ciel ouvert",Cabriolet della Turbo S con prestazioni eccezionali,Cabriolet Turbo S con rendimiento sin precedentes,"Conversível Turbo S, oferecendo desempenho inigualável",Cabrio-Version des Turbo S mit unvergleichlicher Leistung,Performance ultime à ciel ouvert,Massime prestazioni a cielo aperto,Rendimiento descapotable máximo,Desempenho máximo a céu aberto,Ultimative Open-Air-Performance
Porsche,911 GT3,Performance-focused model with naturally aspirated engine and precise handling,Flat-6,318 km/h,3.4 seconds,502 HP,182900-200000,2025,Made in Germany,Track-tuned suspension,"Une version sportive à moteur atmosphérique, pour une conduite précise",Modello sportivo a motore aspirato con guida precisa,Versión deportiva de motor atmosférico con manejo preciso,Versão esportiva de motor aspirado com condução precisa,Sportmodell mit Saugmotor und präzisem Handling,Suspension réglée pour la piste,Sospensioni tarate per la pista,Suspensión ajustada para circuito,Suspensão ajustada para pista,Rennsportabgestimmte Federung
Porsche,911 GT3 Touring,Subtle variant of the GT3 without the rear wing offering a more understated look,Flat-6,318 km/h,3.4 seconds,502 HP,182900-200000,2025,Made in Germany,Discreet performance,"Une variante subtile du GT3, sans aileron arrière, au style plus discret","Variante discreta della GT3 senza alettone, dallo stile sobrio",Variante sutil del GT3 sin alerón trasero y estética discreta,"Variante discreta do GT3, sem aerofólio, com aparência elegante",Dezente GT3-Variante ohne Heckflügel für elegantes Understatement,Performance discrète,Prestazioni discrete,Rendimiento discreto,Desempenho discreto,Dezente Leistung
Porsche,911 GT3 RS,Track-oriented model with race-derived technology and design,Flat-6,296 km/h,3.0 seconds,518 HP,223800-240000,2025,Made in Germany,Active aerodynamics,"Une version orientée piste, inspirée de la compétition",Versione da pista con tecnologia e design derivati dalle corse,Versión de pista con tecnología derivada de la competición,"Versão focada em pista, com tecnologia derivada das corridas",Rennstreckenorientiertes Modell mit Motorsport-Technologie,Aérodynamique active,Aerodinamica attiva,Aerodinámica activa,Aerodinâmica ativa,Aktive Aerodynamik
Porsche,911 Dakar,Limited-edition off-road capable 911 with rugged enhancements,Flat-6,240 km/h,3.4 seconds,473 HP,222000-240000,2025,Made in Germany,All-terrain capabilities,"Un 911 tout-terrain en édition limitée, avec améliorations robustes",911 off-road in edizione limitata con caratteristiche robuste,911 todoterreno de edición limitada con mejoras robustas,"911 off-road de edição limitada, com características robustas",Limitierte Offroad-911-Version mit robusten Anpassungen,Capacités tout-terrain,Capacità fuoristrada,Capacidades todoterreno,Capacidades off-road,Offroad-Fähigkeiten
Porsche,911 S/T,Lightweight anniversary model celebrating 60 years of the 911,Flat-6,300 km/h,3.7 seconds,518 HP,290000-310000,2025,Made in Germany,Limited to 1963 units,"Une édition légère anniversaire, célébrant les 60 ans de la 911",Edizione leggera per il 60º anniversario della 911,Edición ligera aniversario celebrando 60 años del 911,Edição leve de aniversário comemorando 60 anos do 911,Leichtbau-Jubiläumsmodell zum 60-jährigen 911-Jubiläum,Limitée à 1963 exemplaires,Edizione limitata a 1963 unità,Limitado a 1963 unidades,Limitado a 1963 unidades,Limitiert auf 1963 Exemplare
Porsche,718 Cayman,Mid-engine sports coupe offering agile handling and performance,Flat-4,275 km/h,4.9 seconds,300 HP,72800-85000,2025,Made in Germany,Precise steering,Un coupé à moteur central offrant agilité et sportivité,Coupé a motore centrale con agilità e prestazioni elevate,Coupé de motor central con agilidad y rendimiento,Coupé de motor central com agilidade e desempenho superiores,Mittelmotorsportcoupé mit agilem Fahrverhalten und Performance,Direction précise,Sterzo preciso,Dirección precisa,Direção precisa,Präzise Lenkung
Porsche,718 Cayman GT4 RS,Track-focused variant of the Cayman with enhanced aerodynamics,Flat-6,315 km/h,3.4 seconds,493 HP,141700-160000,2025,Made in Germany,Lightweight construction,"Une version du Cayman axée sur la piste, avec aérodynamique optimisée",Variante Cayman orientata alla pista con aerodinamica migliorata,Variante Cayman enfocada en la pista con aerodinámica mejorada,"Variante Cayman voltada para pista, com aerodinâmica aprimorada",Cayman-Variante mit Fokus auf Aerodynamik und Track-Performance,Structure légère,Struttura leggera,Construcción ligera,Construção leve,Leichtbaukonstruktion
Porsche,718 Boxster,Convertible sports car combining performance with open-air driving,Flat-4,275 km/h,4.9 seconds,300 HP,74900-87000,2025,Made in Germany,Electrically operated soft top,Un cabriolet sportif alliant performance et conduite à ciel ouvert,Cabriolet sportiva che unisce prestazioni e piacere open-air,Deportivo descapotable que combina potencia y conducción abierta,"Conversível esportivo, combinando desempenho e condução aberta",Sportliches Cabrio mit Leistung und offenem Fahrspaß,Capote électrique,Capote elettrica,Capota eléctrica,Capota elétrica,Elektrisch betätigtes Stoffverdeck
Porsche,718 Boxster S,Enhanced performance variant of the Boxster with increased power,Flat-4,285 km/h,4.4 seconds,350 HP,82000-95000,2025,Made in Germany,Turbocharged engine,Une version du Boxster avec puissance accrue,Variante Boxster con maggiore potenza e dinamica,Boxster mejorado con mayor potencia,Variante Boxster com potência aprimorada,Boxster mit erhöhter Leistung und Dynamik,Moteur turbocompressé,Motore turbo,Motor turboalimentado,Motor turbo,Turbomotor
Porsche,718 Boxster GTS 4.0,Performance-focused Boxster with naturally aspirated engine,Flat-6,293 km/h,4.0 seconds,394 HP,90000-105000,2025,Made in Germany,Sport-tuned suspension,"Un Boxster centré sur la performance, à moteur atmosphérique",Boxster orientato alle prestazioni con motore aspirato,Boxster de alto rendimiento con motor atmosférico,"Boxster focado em desempenho, com motor aspirado",Boxster Performance-Modell mit Saugmotor,Suspension sport,Sospensioni sportive,Suspensión deportiva,Suspensão esportiva,Sportlich abgestimmte Federung
Porsche,718 Spyder RS,High-performance open-top variant with motorsport-inspired features,Flat-6,308 km/h,3.4 seconds,493 HP,160700-180000,2025,Made in Germany,Lightweight design,"Une version ouverte hautes performances, inspirée du sport automobile",Versione open-top ad alte prestazioni ispirata al motorsport,Variante abierta de alto rendimiento inspirada en el automovilismo,"Variante aberta de alto desempenho, inspirada no automobilismo",Offenes Hochleistungsmodell mit Motorsport-inspirierter Technik,Conception allégée,Design leggero,Diseño ligero,Estrutura leve,Leichtbauweise
Porsche,Taycan,Porsche's all-electric sports sedan offering dynamic performance,Electric,250 km/h,4.5 seconds,402 HP,99400-110000,2025,Made in Germany,Two-speed transmission,"La berline électrique de sport de Porsche, offrant des performances dynamiques","Berlina sportiva elettrica di Porsche, con prestazioni dinamiche",Berlina deportiva eléctrica de Porsche con dinámica impresionante,"Sedan esportivo elétrico da Porsche, com desempenho dinâmico",Porsches vollelektrische Sportlimousine mit dynamischem Fahrverhalten,Transmission à deux rapports,Trasmissione a due velocità,Transmisión de dos velocidades,Transmissão de duas velocidades,Zwei-Gang-Getriebe
Porsche,Taycan 4S,All-wheel-drive variant of the Taycan with enhanced performance,Electric,260 km/h,3.8 seconds,522 HP,118500-130000,2025,Made in Germany,Performance Battery Plus,Une Taycan à transmission intégrale et performances accrues,Taycan AWD con prestazioni migliorate,Taycan AWD con mejor rendimiento,Taycan AWD com desempenho aprimorado,Allrad-Taycan mit gesteigerter Performance,Batterie Performance Plus,Batteria Performance Plus,Batería Performance Plus,Bateria Performance Plus,Performance Plus Batterie
Porsche,Taycan GTS,Performance-oriented Taycan model with sporty design elements,Electric,270 km/h,3.5 seconds,590 HP,147900-160000,2025,Made in Germany,Sport Chrono Package,Une Taycan au design plus sportif et à la conduite affûtée,Taycan sportivo con design dinamico,Taycan deportivo con diseño más agresivo,Taycan esportivo com design agressivo,Sportlicher Taycan mit betontem Design,Pack Sport Chrono,Pacchetto Sport Chrono,Paquete Sport Chrono,Pacote Sport Chrono,Sport Chrono Paket
Porsche,Taycan Turbo,High-performance Taycan variant with increased power output,Electric,280 km/h,3.2 seconds,670 HP,153300-165000,2025,Made in Germany,Adaptive air suspension,"Une Taycan haute performance, avec puissance augmentée",Taycan ad alte prestazioni con potenza aumentata,Taycan de alto rendimiento con potencia aumentada,"Taycan de alto desempenho, com potência aumentada",Hochleistungs-Taycan mit erhöhter Leistung,Suspension pneumatique adaptative,Sospensioni pneumatiche adattive,Suspensión neumática adaptativa,Suspensão pneumática adaptativa,Adaptive Luftfederung
Porsche,Taycan Turbo S,Top-tier Taycan model offering maximum performance and acceleration,Electric,285 km/h,2.8 seconds,750 HP,185000-200000,2025,Made in Germany,Carbon-ceramic brakes,"Le sommet de la gamme Taycan, offrant performance et accélération maximales",Versione top del Taycan con massima accelerazione e potenza,Versión tope del Taycan con máxima aceleración y potencia,"Versão topo de linha do Taycan, com aceleração e potência máximas",Topmodell des Taycan mit maximaler Beschleunigung und Leistung,Freins carbone-céramique,Freni carbo-ceramici,Frenos carbono-cerámicos,Freios carbono-cerâmicos,Karbon-Keramik-Bremsen
Porsche,Panamera,Four-door luxury sedan combining performance with comfort,V6,270 km/h,5.4 seconds,348 HP,102800-115000,2025,Made in Germany,Adaptive cruise control,Berline de luxe quatre portes alliant performance et confort,Berlina di lusso a quattro porte che unisce prestazioni e comfort,Berlina de lujo de cuatro puertas que combina rendimiento y confort,Berlina de luxo de quatro portas que combina desempenho e conforto,"Viertürige Luxuslimousine, die Leistung und Komfort vereint",Régulateur de vitesse adaptatif,Cruise control adattivo,Control de crucero adaptativo,Controle de cruzeiro adaptativo,Adaptiver Tempomat
Porsche,Panamera 4,All-wheel-drive variant of the Panamera offering enhanced traction,V6,275 km/h,5.2 seconds,348 HP,107800-120000,2025,Made in Germany,All-wheel drive system,Version à transmission intégrale de la Panamera pour une meilleure motricité,Versione a trazione integrale della Panamera con maggiore aderenza,Versión AWD del Panamera para mayor tracción,Versão AWD do Panamera para maior tração e estabilidade,Allradversion des Panamera mit verbesserter Traktion,Système de transmission intégrale,Sistema di trazione integrale,Sistema de tracción total,Sistema de tração integral,Allradantriebssystem
Porsche,Panamera GTS,Performance-focused Panamera with upgraded powertrain,V8,295 km/h,3.6 seconds,493 HP,135000-150000,2025,Made in Germany,Sport exhaust system,"Panamera orientée performance, dotée d’un groupe motopropulseur amélioré",Panamera orientata alle prestazioni con motore potenziato,Panamera deportiva con tren motriz mejorado,Panamera esportivo com trem de força aprimorado,Sportorientierter Panamera mit verstärktem Antriebssystem,Échappement sport,Impianto di scarico sportivo,Escape deportivo,Escape esportivo,Sportauspuffanlage
Porsche,Panamera Turbo E-Hybrid,Plug-in hybrid Panamera combining performance with efficiency,V8 Hybrid,315 km/h,3.0 seconds,670 HP,150000-165000,2025,Made in Germany,Electric range up to 50 miles,Panamera hybride rechargeable combinant puissance et efficience,Panamera ibrida plug-in che combina potenza ed efficienza,Panamera híbrido enchufable que combina potencia y eficiencia,Panamera híbrido plug-in que combina potência e eficiência,"Plug-in-Hybrid-Panamera, der Effizienz und Power kombiniert",Autonomie électrique jusqu’à 80 km,Autonomia elettrica fino a 80 km,Autonomía eléctrica de hasta 80 km,Autonomia elétrica de até 80 km,Elektrische Reichweite bis zu 80 km
Porsche,Panamera Turbo S E-Hybrid,Top-tier Panamera model offering maximum performance and hybrid efficiency,V8 Hybrid,320 km/h,2.9 seconds,771 HP,180000-200000,2025,Made in Germany,Active suspension management,Version haut de gamme de la Panamera offrant des performances maximales et une hybridation optimisée,Versione top di gamma della Panamera con massime prestazioni ed efficienza ibrida,Panamera tope de gama con máximo rendimiento y eficiencia híbrida,Panamera topo de linha com máximo desempenho e eficiência híbrida,Topmodell des Panamera mit maximaler Leistung und Hybridtechnologie,Gestion active de la suspension,Gestione attiva delle sospensioni,Gestión activa de suspensión,Gerenciamento ativo da suspensão,Aktives Fahrwerksmanagement
Porsche,Macan,Compact luxury SUV offering sporty handling and versatility,Inline-4,230 km/h,6.2 seconds,261 HP,62900-70000,2025,Made in Germany,All-wheel drive,SUV compact de luxe offrant agilité et polyvalence sportive,SUV compatto di lusso con maneggevolezza sportiva e versatilità,SUV compacto de lujo con manejo deportivo y versatilidad,SUV compacto de luxo com dirigibilidade esportiva e versatilidade,Kompaktes Luxus-SUV mit sportlichem Fahrverhalten und Vielseitigkeit,Transmission intégrale,Trazione integrale,Tracción total,Tração integral,Allradantrieb
Porsche,Macan S,Enhanced performance variant of the Macan with increased power,V6,250 km/h,5.1 seconds,375 HP,74500-82000,2025,Made in Germany,Sport-tuned suspension,Variante haute performance du Macan avec puissance accrue,Variante ad alte prestazioni del Macan con potenza aumentata,Variante de alto rendimiento del Macan con más potencia,Variante de alto desempenho do Macan com potência aumentada,Leistungsstarke Variante des Macan mit gesteigerter Power,Suspension sport,Sospensioni sportive,Suspensión deportiva,Suspensão esportiva,Sportfahrwerk
Porsche,Macan GTS,Sport-focused Macan model with upgraded powertrain and features,V6,260 km/h,4.7 seconds,434 HP,89000-95000,2025,Made in Germany,Adaptive air suspension,"Modèle sportif du Macan, doté d’un moteur renforcé et d’équipements améliorés",Macan sportivo con motore potenziato e caratteristiche dinamiche,Macan deportivo con motor mejorado y equipamiento superior,Versão esportiva do Macan com motor reforçado e recursos aprimorados,Sportmodell des Macan mit verbessertem Motor und Ausstattung,Suspension pneumatique adaptative,Sospensioni pneumatiche adattive,Suspensión neumática adaptativa,Suspensão pneumática adaptativa,Adaptive Luftfederung
Porsche,Macan Electric,All-electric variant of the Macan offering zero-emission driving,Electric,220 km/h,5.0 seconds,355 HP,80000-90000,2025,Made in Germany,Electric range up to 315 miles,"Version 100 % électrique du Macan, pour une conduite sans émissions",Versione completamente elettrica del Macan per una guida a zero emissioni,Versión totalmente eléctrica del Macan con conducción sin emisiones,Versão totalmente elétrica do Macan com condução sem emissões,Vollelektrische Version des Macan für emissionsfreies Fahren,Autonomie électrique jusqu’à 500 km,Autonomia elettrica fino a 500 km,Autonomía eléctrica de hasta 500 km,Autonomia elétrica de até 500 km,Elektrische Reichweite bis zu 500 km
Porsche,Macan 4 Electric,All-wheel-drive electric Macan with enhanced performance,Electric,230 km/h,4.5 seconds,402 HP,85000-95000,2025,Made in Germany,Dual-motor setup,"Version électrique à transmission intégrale du Macan, offrant des performances supérieures",Macan elettrico AWD con prestazioni migliorate,Macan eléctrico AWD con mejor rendimiento,Macan elétrico AWD com desempenho superior,Allrad-Macan EV mit verbesserter Performance,Configuration à double moteur,Doppio motore,Configuración de doble motor,Configuração com dois motores,Doppel-Motor-Setup
Porsche,Macan Turbo Electric,Top-tier electric Macan model offering maximum performance,Electric,240 km/h,3.3 seconds,630 HP,100000-110000,2025,Made in Germany,Performance Battery Plus,"Version électrique haut de gamme du Macan, au sommet des performances",Versione elettrica di punta del Macan con massima potenza,Versión eléctrica tope de gama del Macan con máxima potencia,Versão elétrica topo de linha do Macan com potência máxima,Spitzenversion des elektrischen Macan mit maximaler Leistung,Batterie Performance Plus,Batteria Performance Plus,Batería Performance Plus,Bateria Performance Plus,Performance Plus Batterie
Porsche,Cayenne,Midsize luxury SUV offering a balance of performance and practicality,V6,245 km/h,5.7 seconds,348 HP,84700-90000,2025,Made in Germany,All-wheel drive,SUV de luxe intermédiaire combinant performance et praticité,SUV di lusso di medie dimensioni che bilancia prestazioni e praticità,SUV mediano de lujo que equilibra rendimiento y practicidad,SUV médio de luxo que equilibra desempenho e praticidade,"Mittelgroßes Luxus-SUV, das Leistung und Alltagstauglichkeit ausbalanciert",Transmission intégrale,Trazione integrale,Tracción total,Tração integral,Allradantrieb
Porsche,Cayenne S,Enhanced performance variant of the Cayenne with increased power,V8,265 km/h,4.7 seconds,468 HP,101600-110000,2025,Made in Germany,Sport Chrono Package,Variante haute performance du Cayenne avec puissance augmentée,Variante ad alte prestazioni del Cayenne con potenza superiore,Variante de alto rendimiento del Cayenne con potencia aumentada,Variante de alto desempenho do Cayenne com potência aprimorada,Leistungsstarke Variante des Cayenne mit erhöhter Power,Pack Sport Chrono,Pacchetto Sport Chrono,Paquete Sport Chrono,Pacote Sport Chrono,Sport Chrono Paket
Porsche,Cayenne GTS,Sport-focused Cayenne model with upgraded powertrain and features,V8,270 km/h,4.4 seconds,493 HP,129900-140000,2025,Made in Germany,Adaptive air suspension,"Modèle sportif du Cayenne, doté d’un moteur optimisé et d’une conduite dynamique",Cayenne sportivo con motore potenziato e comportamento dinamico,Cayenne deportivo con tren motriz potenciado,Cayenne esportivo com trem de força otimizado e comportamento dinâmico,Sportversion des Cayenne mit dynamischem Fahrwerk und Antrieb,Suspension pneumatique adaptative,Sospensioni pneumatiche adattive,Suspensión neumática adaptativa,Suspensão pneumática adaptativa,Adaptive Luftfederung
Porsche,Cayenne S E-Hybrid,Plug-in hybrid Cayenne combining performance with efficiency,V6 Hybrid,250 km/h,4.4 seconds,512 HP,105100-115000,2025,Made in Germany,Electric range up to 30 miles,Cayenne hybride rechargeable alliant performance et économie d’énergie,Cayenne ibrido plug-in che combina efficienza e potenza,Cayenne híbrido enchufable que combina eficiencia y potencia,Cayenne híbrido plug-in que une eficiência e força,"Plug-in-Hybrid-Cayenne, der Effizienz mit Performance verbindet",Autonomie électrique jusqu’à 50 km,Autonomia elettrica fino a 50 km,Autonomía eléctrica de hasta 50 km,Autonomia elétrica de até 50 km,Elektrische Reichweite bis zu 50 km
Porsche,Cayenne Turbo E-Hybrid,Top-tier Cayenne model offering maximum performance and hybrid efficiency,V8 Hybrid,290 km/h,3.6 seconds,729 HP,160000-175000,2025,Made in Germany,Active suspension management,"Version haut de gamme du Cayenne, offrant puissance maximale et efficience hybride",Versione top del Cayenne con massime prestazioni e tecnologia ibrida,Cayenne tope de gama con máximo rendimiento y eficiencia híbrida,Versão topo do Cayenne com máximo desempenho e tecnologia híbrida,Topmodell des Cayenne mit maximaler Leistung und Hybrid-Effizienz,Gestion active de la suspension,Gestione attiva delle sospensioni,Gestión activa de suspensión,Gerenciamento ativo da suspensão,Aktives Fahrwerksmanagement
Tesla,Model S,Flagship electric sedan offering luxury and high performance,Electric,322 km/h,1.99 seconds,1020 HP,79990-94990,2025,Made in USA,Tri-motor AWD with Plaid performance,"Berline électrique phare, combinant luxe et hautes performances",Berlina elettrica ammiraglia che combina lusso e alte prestazioni,Berlina eléctrica insignia que combina lujo y altas prestaciones,Berlina elétrica de prestígio que combina luxo e alta performance,Elektrische Luxuslimousine mit Premiumkomfort und High-End-Leistung,Transmission intégrale à trois moteurs (Plaid),Trazione integrale tri-motore Plaid,Tracción total con tres motores (Plaid),Tração integral com três motores (Plaid),Drei-Motor-Allradantrieb mit Plaid-Performance
Tesla,Model 3,Compact electric sedan combining affordability with advanced features,Electric,261 km/h,3.3 seconds,510 HP,42490-54990,2025,Made in USA,Facelifted design with improved range,Berline électrique compacte alliant accessibilité et technologies avancées,Berlina elettrica compatta che unisce accessibilità e tecnologia avanzata,Berlina eléctrica compacta accesible y tecnológica,Berlina elétrica compacta que alia acessibilidade e tecnologia moderna,Kompakte Elektro-Limousine mit moderner Technologie und Erschwinglichkeit,Design restylé avec autonomie améliorée,Restyling con autonomia migliorata,Diseño renovado con mayor autonomía,Design atualizado com maior autonomia,Überarbeitetes Design mit verbesserter Reichweite
Tesla,Model X,Luxury electric SUV with falcon-wing doors and spacious interior,Electric,262 km/h,2.5 seconds,1020 HP,86880-101880,2025,Made in USA,Tri-motor Plaid variant available,SUV électrique de luxe avec portes Falcon et habitacle spacieux,SUV elettrico di lusso con porte Falcon e abitacolo spazioso,SUV eléctrico de lujo con puertas Falcon y interior espacioso,SUV elétrico de luxo com portas tipo falcão e interior espaçoso,Luxuriöses Elektro-SUV mit Flügeltüren und großzügigem Innenraum,Variante Plaid à trois moteurs disponible,Variante Plaid tri-motore disponibile,Variante Plaid de tres motores disponible,Variante Plaid de três motores disponível,Plaid-Variante mit drei Motoren verfügbar
Tesla,Model Y,Compact electric SUV offering versatility and performance,Electric,250 km/h,3.5 seconds,455 HP,44990-51490,2025,Made in USA,Redesigned 'Juniper' version with enhanced features,SUV électrique compact offrant polyvalence et performance,SUV elettrico compatto che offre versatilità e prestazioni,SUV eléctrico compacto con versatilidad y rendimiento,SUV elétrico compacto que oferece versatilidade e desempenho,Kompaktes Elektro-SUV mit Vielseitigkeit und Leistung,Version « Juniper » restylée avec fonctionnalités améliorées,Versione “Juniper” aggiornata con funzionalità migliorate,Versión “Juniper” rediseñada con funciones mejoradas,Versão “Juniper” redesenhada com recursos aprimorados,Überarbeitete „Juniper“-Version mit neuen Funktionen
Tesla,Cybertruck,Futuristic electric pickup truck with robust performance,Electric,209 km/h,2.6 seconds,845 HP,79990-99990,2025,Made in USA,Available in dual and tri-motor configurations,Pickup électrique futuriste à performances robustes,Pickup elettrico futuristico con potenza robusta,Pickup eléctrico futurista con potencia robusta,Picape elétrica futurista com potência robusta,Futuristischer Elektro-Pick-up mit robuster Performance,Disponible en configurations à deux ou trois moteurs,Disponibile in configurazione a due o tre motori,Disponible en configuraciones de dos o tres motores,Disponível em versões com dois ou três motores,Erhältlich in Zwei- und Drei-Motor-Konfigurationen
Tesla,Roadster,High-performance electric sports car with exceptional speed,Electric,402 km/h,1.9 seconds,1000 HP,200000-250000,2025,Made in USA,Expected production in 2025 with advanced specs,Voiture de sport électrique haute performance à vitesse exceptionnelle,Auto sportiva elettrica ad alte prestazioni con velocità eccezionale,Deportivo eléctrico de alto rendimiento con velocidad extrema,Esportivo elétrico de alto desempenho com velocidade impressionante,Hochleistungs-Elektrosportwagen mit außergewöhnlicher Geschwindigkeit,Production prévue en 2025 avec spécifications avancées,Produzione prevista nel 2025 con specifiche avanzate,Producción prevista para 2025 con especificaciones avanzadas,Produção prevista para 2025 com especificações avançadas,Produktion ab 2025 mit fortschrittlichen Spezifikationen
Maserati,MC20,Flagship mid-engine supercar featuring the Nettuno V6 engine,V6,325 km/h,3.2 seconds,621 HP,239000-285000,2025,Made in Italy,Butterfly doors and carbon fiber monocoque,"Supercar à moteur central équipée du V6 Nettuno, vitrine de Maserati",Supercar a motore centrale con propulsore Nettuno V6,Superdeportivo con motor Nettuno V6 en posición central,Supercarro com motor Nettuno V6 montado em posição central,Mittelmotor-Supersportwagen mit Nettuno-V6-Triebwerk,Portes papillon et châssis monocoque en fibre de carbone,Porte ad ali di farfalla e monoscocca in fibra di carbonio,Puertas de mariposa y chasis monocasco de fibra de carbono,Portas tipo borboleta e chassi monocoque de fibra de carbono,Schmetterlingstüren und Kohlefaser-Monocoque
Maserati,MC20 Cielo,Convertible variant of the MC20 with a retractable hardtop,V6,320 km/h,3.3 seconds,621 HP,265000-310000,2025,Made in Italy,Electrochromic glass roof,Version cabriolet de la MC20 avec toit rigide rétractable,Variante cabriolet della MC20 con tetto rigido retrattile,Variante descapotable del MC20 con techo rígido retráctil,Variante conversível do MC20 com teto rígido retrátil,Cabrio-Version des MC20 mit versenkbarem Hardtop,Toit vitré électrochrome,Tetto panoramico elettrocromico,Techo de vidrio electrocrómico,Teto de vidro eletrocrômico,Elektrochromes Glasdach
Maserati,MC20 GT2 Stradale,Road-legal version of the GT2 race car with enhanced performance,V6,323 km/h,2.8 seconds,640 HP,313995-350000,2025,Made in Italy,Limited to 914 units,"Version homologuée route de la GT2 de course, aux performances accrues","Versione omologata su strada della GT2 da gara, con prestazioni superiori",Versión legal para carretera del GT2 de competición,"Versão homologada para rua do GT2 de corrida, com desempenho aprimorado",Straßenzugelassene Variante des GT2-Rennwagens mit erhöhter Leistung,Limitée à 914 exemplaires,Edizione limitata a 914 unità,Limitado a 914 unidades,Limitado a 914 unidades,Limitiert auf 914 Exemplare
Maserati,MC20 Folgore,Upcoming all-electric supercar variant of the MC20,Electric,330 km/h,2.7 seconds,830 HP,250000-300000,2025,Made in Italy,Tri-motor AWD system,Prochaine variante 100 % électrique de la MC20,Prossima versione completamente elettrica della MC20,Próxima versión totalmente eléctrica del MC20,Próxima versão totalmente elétrica do MC20,Kommende vollelektrische Variante des MC20,Système à trois moteurs et transmission intégrale,Sistema tri-motore AWD,Sistema de tracción total con tres motores,Sistema de tração integral com três motores,Drei-Motor-Allradsystem
Maserati,Grecale GT,Entry-level luxury SUV with mild-hybrid technology,I4 Hybrid,229 km/h,6.3 seconds,296 HP,65000-75000,2025,Made in Italy,Spacious interior with advanced infotainment,SUV de luxe d’entrée de gamme doté d’une technologie mild-hybrid,SUV di lusso entry-level con tecnologia mild-hybrid,SUV de lujo de entrada con tecnología mild-hybrid,SUV de luxo de entrada com tecnologia mild-hybrid,Einstiegs-SUV mit Mild-Hybrid-Technologie,Intérieur spacieux avec système d’infodivertissement avancé,Interni spaziosi con infotainment avanzato,Interior espacioso con sistema de infoentretenimiento avanzado,Interior espaçoso com infoentretenimento avançado,Geräumiges Interieur mit modernem Infotainment
